2,4,12,16,18,21,32,34,36,37,43,45,48,50,53,54,56,57,59,60,62,63,64,65,67,68,70,71,74,75,84,92,96,98,99,100,101,105,114,117,119,121,123,132,134,138,140,142,147,148,151,152,153,154,155,156,159,161,163,164,166,167,169,170,171,172,173,174,175,176,177,182,183,184,185,187,195,196,197,198,199,200,202,203,204,205,206,207,208,209,212,216,219,221,222,227,238,239,247,248,249,250,252,254,255,267,269,270,273,275,277,282,283,287,289,290,291,294,296,298,299,301,302,303,306,307,309,310,311,320,323,332,333,334,335,336,337,339,340,342,343,347,350,354,359,360,361,365,376,377,386,387,388,390,391,408,411,413,420,423,424,426,427,428,430,435,436,439,440,441,443,444,445,446,447,448,453,454,455,456,457,459,460,467,469,470,471,473,474,475,477,478,479,480,491,493,494,495,519,520,524,525,526,527,539,541,543,545,549,550,551,552,554,556,557,563,565,566,568,569,583,584,585,PassFail
2187.7333,1.3602,202.4396,10.0433,192.3963,-5419.0,83.3971,50.617,49.383,66.3141,352.7173,130.3691,141.2282,624.3145,4.592,4.841,0.9317,0.9484,-1.7264,350.9264,108.6427,16.1445,21.7264,29.5367,0.9226,148.6009,608.17,84.0793,0.0,0.0126,0.132,-0.0055,-0.2786,0.3974,-0.0251,0.0002,0.0002,0.0056,0.0,58.4306,0.9804,15.88,15.94,2.2967,39.2373,46.2,0.3948,6.78,0.0328,12.2566,10.284,0.4734,0.0167,11.8901,0.41,0.0506,1017.0,1066.0,0.09,0.048,2.0,0.9,0.046,0.725,0.1139,0.3183,0.5888,0.3184,0.9499,0.3979,0.16,12.49,16.713,0.0803,5.72,11.19,0.292,5.38,20.1,0.29600000000000004,10.62,10.3,4.04,16.23,0.2951,8.64,0.0,10.3,97.314,0.0,0.07,0.0301,0.001,0.0707,0.0211,0.0744,0.0027,0.004,0.027,0.0188,0.0,219.9453,2.8374,0.005,0.4269,0.0472,4.5152,30.9815,15.9525,0.131,2.5883,0.0109,3.9321,0.1337,3.8447,0.1077,0.0167,418.1363,496.1582,0.0373,0.0202,0.6083,0.3032,0.02,0.0434,0.1342,0.1343,0.36700000000000005,0.1431,0.0254,3.2461,1.5989,6.5893,0.0913,3.0911,8.4654,1.5989,5.3406,0.0867,0.0,2.9971,0.0,0.0315,0.0144,0.0229,0.0065,55.2039,0.017,0.001,0.0013,0.0055,0.0,61.5932,0.9967,0.0082,5.6188,2.1118,29.0271,3.4641,53.684,2.4788,1.7275,6.18,3.275,18.7673,2.7073,3.1158,42.2737,1.3071,0.8693,0.6288,0.9163,0.6448,1.4324,0.4576,0.1362,3.2698,9.5805,2.3106,6.1463,4.0502,1.7924,29.9394,6.2052,5.7277,2.7864,9.7752,24.7625,13.6778,2.3394,5.8142,0.0,1.6936,115.7408,0.7578,2.957,2.1739,10.0261,5.83295,1.9864,4.856,3.1406,0.5064,6.6926,2.057,11.5074,0.0078,7.1160000000000005,0.4234,12.93,0.78,0.1827,0.3363,3.2687,1.0297,0.651,0.11954999999999999,2.15045,1.9997,16.98835,0.0118,0.0035,2.363,-1
2230.4222,0.8294,200.547,9.2599,191.2872,-5441.5,84.9052,50.6596,49.3404,64.9193,352.2445,133.1727,145.8445,631.2618,4.59,4.842,0.9324,0.9479,0.8073,352.0073,113.98,10.9036,19.1927,27.6301,1.1598,154.3709,620.3582,82.3494,0.0,-0.0039,0.1358,-0.0015,0.5854,-0.9353,-0.0158,-0.0004,-0.0004,0.0015,0.0,58.668,0.9731,15.88,15.91,2.2932,37.9213,56.2,0.2301,5.7,0.0204,12.3319,13.077,0.5666,0.0144,11.8428,0.35,0.0437,568.0,297.0,0.11199999999999999,0.115,2.2,1.1,0.561,1.0498,0.1917,0.4115,0.6582,0.4115,1.0181,0.2315,0.325,10.14,16.358,0.0892,6.92,9.05,0.222,3.74,19.59,0.316,11.65,8.02,3.659,15.078,0.358,8.96,0.0,8.02,134.25,0.0,0.1651,0.0734,0.005,0.0761,0.0014,0.0203,0.0064,0.0036,0.027,0.0154,0.0,193.0287,3.8999,0.0086,0.5749,0.0411,3.6327,29.0598,17.4008,0.0767,1.8459,0.0069,3.9011,0.1662,3.7836,0.1,0.0139,233.9865,139.2082,0.0502,0.0561,0.8151,0.3464,0.0291,0.0715,0.1667,0.1667,0.3752,0.0856,0.0264,2.7661,1.1506,5.9247,0.0878,3.3604,7.7421,1.1506,5.0108,0.1013,0.0,2.489,0.0,0.0768,0.0399,0.0248,0.0005,46.3453,0.0053,0.0022,0.0013,0.0049,0.0,65.0999,1.1655,0.0068,4.3465,2.5197,27.7464,2.1196,61.8918,3.1531,1.4857,6.1911,2.8088,10.4383,5.7093,1.6779,37.5793,16.4174,1.2364,0.8123,1.0239,0.8340000000000001,1.5683,0.2645,0.2751,4.3737,7.6142,2.2568,6.9233,4.7448,1.4336,40.4475,4.7415,5.5652,3.0652,10.2211,19.4865,13.243,2.1627,5.8042,0.0,1.2928,163.0249,3.6822,3.2029,0.1441,6.6487,5.83295,1.6292,6.6475,3.1310000000000002,0.8832,8.837,1.791,9.5796,0.0078,7.1160000000000005,0.7193,16.0,1.33,0.2829,0.4989,3.9139,1.7819,0.651,0.11954999999999999,2.15045,1.9997,16.98835,0.0223,0.0055,4.4447,-1
2186.4111,1.5102,202.0179,9.3144,192.7035,-5447.75,84.7569,50.153,49.847,65.8389,364.3782,131.8027,141.0845,637.2655,4.486000000000001,4.748,0.9139,0.9447,23.8245,364.5364,115.6273,11.3019,16.1755,24.2829,0.8694,145.8,625.9636,84.7681,0.0,-0.0078,0.1362,0.0006,-0.1343,-0.1427,0.1218,0.0006,-0.0001,-0.0006,0.0,58.4808,0.9772,15.9,15.94,2.2592,42.0579,45.1001,0.3263,8.33,0.0221,8.266,8.443,0.4909,0.0177,8.2054,0.47,0.0497,562.0,759.0,0.187,0.11699999999999999,2.1,1.4,0.319,1.0824,0.0369,0.3141,0.5753,0.3141,0.9677,0.2706,0.326,13.31,22.912,0.1959,9.21,17.87,0.139,5.09,19.75,0.9490000000000001,9.71,16.73,11.059000000000001,22.624000000000002,0.1164,13.3,0.0,16.73,79.618,0.0,0.0696,0.0349,0.0014,0.0963,0.0152,0.0192,0.0062,0.004,0.1729,0.0273,0.0,104.4042,4.1446,0.0063,0.4166,0.0487,3.9133,23.551,15.7716,0.1117,2.5274,0.0075,2.8705,0.1479,2.8046,0.1185,0.0167,251.4536,325.0672,0.08,0.0583,0.6964,0.4031,0.0416,0.0151,0.1288,0.1288,0.3677,0.1175,0.0546,4.6067,1.5481,5.9453,0.2777,3.16,8.9855,1.5481,6.2277,0.0353,0.0,5.6983,0.0,0.0327,0.0154,0.0302,0.0046,58.0575,0.0054,0.0021,0.0015,0.01,0.0,28.7334,1.2356,0.019,4.0782,2.0627,21.6062,2.2943,50.6425,2.0261,1.8268,4.2581,3.7479,10.3162,5.765,0.8972,70.9161,8.8647,1.2771,0.6263,0.8973,0.6301,1.4698,0.3194,0.2748,7.5418,10.0984,3.1182,15.079,6.528,2.8042,32.3594,3.0301,5.4178,9.3327,8.3977,31.4674,45.5423,3.1842,9.1221,0.0,2.6727,93.9245,1.0281,3.9238,1.5357,10.8251,36.9067,2.9626,7.087000000000001,12.1831,0.6451,6.4568,2.1538,9.3046,0.0078,7.1160000000000005,0.1832,16.16,0.85,0.0857,0.3752,3.9306,1.1386,0.9032,0.6219,0.4122,0.4119,68.8489,0.0157,0.0039,3.1745,1
2199.0333,1.3204,201.8482,9.6924,192.1557,-5468.25,84.9105,50.51,49.49,65.1951,363.0273,131.8027,142.5427,637.3727,4.486000000000001,4.748,0.9139,0.9447,24.3791,361.4582,116.1818,13.5597,15.6209,23.4736,0.9761,147.6545,625.2945,70.2289,0.0,-0.0555,0.1302,-0.0003,0.0411,0.0177,-0.0195,-0.0002,0.0,0.0003,0.0,58.6635,0.9761,15.55,15.61,2.3802,41.1025,47.8,0.1915,5.51,0.019,13.2651,15.241,1.3029,0.015,11.9738,0.35,0.0699,859.0,3433.0,0.068,0.10800000000000001,1.7,0.9,0.24100000000000002,0.9386,0.0356,0.2618,0.4391,0.2618,0.8567,0.2452,0.39,14.67,22.561999999999998,0.1786,5.69,18.2,0.139,5.92,23.6,1.264,10.63,13.56,11.382,24.32,0.3458,9.56,0.0,21.97,104.95,0.0,0.1223,0.0643,0.0023,0.0764,0.0015,0.0152,0.0067,0.004,0.0191,0.0234,0.0,94.0954,3.2119,0.0072,0.4212,0.0513,3.1959,33.896,16.9347,0.0581,2.1775,0.0063,4.2154,0.3882,3.9403,0.0916,0.0245,415.5048,1572.6896,0.0285,0.0445,0.6305,0.3046,0.0286,0.0128,0.1004,0.1004,0.3465,0.0973,0.0479,4.966,1.7317,6.6262,0.3512,3.2699,9.402000000000001,1.7317,6.6839,0.0928,0.0,6.3292,0.0,0.0531,0.0273,0.0252,0.0004,45.7058,0.0046,0.0024,0.0014,0.0068,0.0,32.4228,1.1135,0.0132,5.6363,2.1737,14.5054,1.9689,94.4594,3.6091,1.5441,6.2313,2.8049,15.7089,5.3899,1.3671,41.5236,7.1274,1.1054,0.5183,0.6849,0.529,1.3141,0.2829,0.3332,6.9785,11.1303,3.0744,13.7105,3.9918,2.8555,27.6824,3.0301,6.5291,12.3786,9.1494,37.8979,48.4887,3.4234,6.4746,0.0,3.5135,149.4399,1.767,3.1817,0.1488,8.6804,4.12,2.4416,5.4751,6.7553,0.7404,6.4865,2.1565,7.7754,0.0078,7.1160000000000005,1.8804,131.68,39.33,0.6812,17.4781,35.3198,54.2917,0.6511,0.163,3.5611,2.7289999999999996,25.0363,0.0103,0.0025,2.0544,-1
2233.3667,1.5334,201.9424,10.3387,191.6037,-5476.25,86.3269,50.248000000000005,49.751999999999995,66.1542,353.34,176.3136,138.0882,667.7418,4.624,4.894,0.9298,0.9449,-12.2945,355.0809,144.0191,21.9782,32.2945,44.1498,0.9256,146.6636,645.7636,65.8417,0.0,-0.0534,0.1342,-0.0077,0.2189,-0.6704,-0.0167,0.0004,-0.0003,0.0078,0.0,58.3858,0.9628,15.75,15.73,2.3715,38.1448,48.8,0.3744,3.64,0.024,14.2354,12.505999999999998,0.4434,0.0126,13.9047,0.43,0.0538,699.0,1747.0,0.147,0.04,3.9,0.8,0.499,0.5760000000000001,0.0631,0.3053,0.583,0.3053,0.8285,0.1308,0.922,10.85,37.715,0.1189,3.98,25.54,0.25,5.52,15.76,0.519,10.71,19.77,8.446,33.832,0.3951,9.09,0.0,19.77,92.307,0.0,0.0769,0.0924,0.003,0.0802,0.0004,0.0227,0.0067,0.0031,0.027,0.024,0.0,149.2172,2.5775,0.0214,0.4051,0.0488,3.6163,34.125,17.4864,0.1092,1.0929,0.008,4.4239,0.1293,4.3474,0.1275,0.0181,319.1252,799.5884,0.0755,0.0181,1.35,0.2698,0.032,0.031,0.1354,0.1354,0.3072,0.0582,0.0327,7.3296,1.6216,4.7279,0.1773,3.155,9.7777,1.6216,10.5352,0.1301,0.0,6.3767,0.0,0.0329,0.0476,0.0286,0.0001,21.0312,0.0063,0.0025,0.0012,0.0089,0.0,57.2692,0.8495,0.0065,5.3823,2.185,24.4142,2.5046,85.2255,2.9734,1.2943,7.257000000000001,3.4473,12.7642,2.0088,1.5533,37.4691,15.247,0.6672,0.6076,0.9088,0.6136,1.2524,0.1518,0.7592,2.7092,6.1538,4.7756,11.4945,2.8822,3.8248,30.8924,5.3863,4.4384,5.2987,7.4365,17.0927,19.1303,4.5375,6.1979,0.0,3.0615,140.1953,2.2358,3.2712,0.0372,3.7821,5.83295,2.5512,4.4146,2.9954,2.2181,6.3745,2.0579,9.4805,0.0078,7.1160000000000005,1.0388,19.63,1.98,0.4287,0.8311,4.9086,2.5014,0.651,0.11954999999999999,2.15045,1.9997,16.98835,0.4766,0.1045,99.3032,-1
2233.3667,1.5334,200.472,9.2441,191.22799999999998,-6058.0,85.4233,50.5795,49.4205,66.2949,360.2873,142.2591,137.6473,640.1936,4.636,4.915,0.9316,0.9433,28.2955,360.2409,130.5545,7.617999999999999,11.7045,18.3685,0.9227,144.6982,635.4936,70.3707,0.0,0.0198,0.1417,0.0009,0.1925,-0.22399999999999998,-0.0419,-0.0002,-0.0001,-0.0008,0.0,58.656000000000006,0.9632,15.88,15.91,2.2932,37.9213,48.8,0.3744,3.64,0.0141,12.3665,10.42,0.5564,0.0106,11.8948,0.45,0.0511,2089.0,323.0,0.065,0.036000000000000004,1.7,0.9,0.12300000000000001,0.6308,0.3176,0.3824,0.5646,0.3824,0.7408,0.2789,0.21899999999999997,14.38,35.535,0.1552,7.92,21.62,0.244,6.61,24.22,1.003,11.8,21.78,9.679,34.8069,0.5217,12.32,0.0,34.99,111.95200000000001,0.0,0.0849,0.0803,0.0117,0.0662,0.0028,0.0362,0.0036,0.0035,0.0217,0.0198,0.0,158.2729,2.6668,0.027999999999999997,0.4484,0.0411,3.6327,32.0878,17.4864,0.1092,1.0929,0.0048,3.9449,0.1614,3.8352,0.1275,0.0176,982.8228,152.4347,0.0279,0.0158,0.632,0.3162,0.0405,0.1379,0.1515,0.1515,0.2839,0.10099999999999999,0.0453,5.9858,1.9589,6.9023,0.3364,3.3583,10.4221,1.9589,9.6731,0.1582,0.0,9.5854,0.0,0.040999999999999995,0.0442,0.0227,0.0012,42.1498,0.0095,0.0013,0.0011,0.0078,0.0,58.2605,0.9229999999999999,0.0077,5.4262,2.185,24.4142,1.4577,61.9853,2.5154,1.0841,6.2202,3.6019,34.4833,2.0253,1.4752,76.0159,3.4943,0.7384,0.7559999999999999,0.8812,0.7738,1.1174,0.3205,0.1864,4.9282,10.1083,4.7579,13.0665,5.7538,3.3771,42.8261,5.2729,6.7233,10.1989,9.0384,56.4737,52.6935,4.7779,8.5143,0.0,5.506,159.0889,8.2199,2.7883,0.2873,7.0485,4.6687,2.1027,4.5466,4.406000000000001,2.9077,7.097,1.791,9.5796,0.0078,7.1160000000000005,1.105,16.06,1.65,0.5329,0.6268,3.8960000000000004,2.0541,0.8444,0.1905,1.8784,1.87,22.5598,0.0189,0.0044,3.8276,-1
2230.4222,0.8294,202.0901,9.999,192.0912,-6154.0,87.1543,50.2847,49.7153,66.2237,352.1836,132.3455,146.4855,631.0145,4.59,4.842,0.9324,0.9479,2.1109,351.46,114.4564,12.74,17.8891,26.2754,1.115,152.3582,618.2745,83.4997,0.0,0.0227,0.1479,0.0013,-0.0334,-0.19399999999999998,0.0577,0.0004,-0.0001,-0.0013,0.0,58.823,0.9754,15.83,15.89,2.3216,36.9578,56.2,0.2301,5.7,0.0246,14.104000000000001,10.965,0.4136,0.0189,13.8354,0.35,0.086,2117.0,441.0,0.078,0.04,3.0,0.6,0.11,0.5811,0.0356,0.353,0.5535,0.353,0.8142,0.1764,1.065,10.81,15.84,0.1016,5.04,6.91,0.222,3.43,17.53,0.247,11.94,14.05,4.58,18.090999999999998,0.33399999999999996,13.41,0.0,14.05,114.35,0.0,0.0355,0.0998,0.0039,0.0903,0.0032,0.0226,0.0067,0.0058,0.027,0.0379,0.0,105.5219,3.4843,0.005,0.5536,0.0333,2.8,24.0522,17.4008,0.0767,1.8459,0.0084,4.3345,0.1207,4.2802,0.1,0.0251,1000.9579,181.7863,0.0339,0.0174,0.9513,0.2028,0.0344,0.0148,0.1513,0.1513,0.3015,0.0698,0.0349,2.1646,0.8887,5.6179,0.0725,3.4442,8.099,0.8887,5.5104,0.0899,0.0,3.7205,0.0,0.0162,0.0509,0.0349,0.0011,23.0568,0.0062,0.0022,0.0019,0.0153,0.0,39.0975,1.1262,0.01,3.9873,2.5197,27.7464,2.5678,91.3669,2.6365,1.9544,7.2025,2.8088,34.4004,2.258,4.2602,55.7395,3.1495,0.6667,0.7020000000000001,0.8615,0.71,1.2295,0.2042,0.8739,4.7207,8.168,2.1894,7.9894,3.4406,1.0951,23.6929,4.7415,4.9878,2.3822,10.4319,19.1737,17.4307,2.5947,8.8016,0.0,2.2725,136.9466,2.6373,3.6587,0.3268,3.7548,5.83295,4.0505,5.9234,4.734,0.5157,8.4653,1.4336,7.5762,0.0078,7.1160000000000005,0.1489,13.73,0.87,0.0686,0.371,3.3955,1.2077,0.651,0.11954999999999999,2.15045,1.9997,16.98835,0.0143,0.0042,2.8515,-1
2248.9,0.7884,202.417,9.6836,192.7334,-5395.5,83.8887,50.4685,49.5316,65.0665,358.67,142.2945,136.6791,637.6436,4.636,4.915,0.9316,0.9433,29.1309,360.1382,131.4255,5.5936,10.8691,15.3094,0.9965,144.3255,635.8891,57.0841,0.0,-0.0187,0.13699999999999998,-0.0028,-0.0456,-0.1188,-0.0102,0.0003,-0.0001,0.0027,0.0,59.0421,0.9622,15.78,15.86,2.3437,40.5458,55.5,0.0577,7.56,0.0313,13.5649,14.952,1.3097,0.016,12.2552,0.48,0.0474,233.0,1429.0,0.161,0.142,1.9,1.1,0.385,0.8182,0.098,0.4235,0.7064,0.4236,0.9357,0.3062,0.22,14.09,37.242,0.0826,7.61,21.7,0.244,4.72,24.7,1.026,12.72,12.63,4.496,35.803000000000004,0.7151,17.14,0.0,28.89,73.632,0.0,0.1203,0.0807,0.0035,0.0915,0.0005,0.0317,0.0045,0.0048,0.0643,0.0155,0.0,128.7632,2.7835,0.0259,0.442,0.0331,2.9057,29.3966,19.9839,0.0216,2.7959,0.0106,4.3027,0.3878,4.0139,0.1286,0.0183,106.4973,652.0774,0.0663,0.0683,0.5831,0.3444,0.0247,0.0433,0.1665,0.1666,0.3539,0.1358,0.0247,6.7634,1.4892,6.7078,0.3503,3.2599,11.2226,1.4892,10.2964,0.1827,0.0,8.0261,0.0,0.0533,0.0345,0.0281,0.0002,39.4817,0.0089,0.0016,0.0017,0.0055,0.0,40.8608,0.9620000000000001,0.0078,4.1681,2.4679,7.321000000000001,3.306,141.6508,3.6611,1.6483,6.3586,3.8319,4.3184,7.1384,1.4888,32.6055,11.1311,0.9753,0.8391,1.0969,0.8552,1.4381,0.353,0.1887,3.9589,9.902000000000001,4.9943,9.147,5.5678,3.4032,8.9488,5.2729,6.8585,10.427999999999999,9.6785,43.4259,29.3676,4.902,11.8759,0.0,4.5432,128.9887,2.5556,3.8989,0.0527,6.9056,13.823,1.6426,4.7144,4.2075,2.6891,6.9889,1.4141,7.1665,0.0078,7.1160000000000005,0.4455,15.97,0.76,0.1851,0.3589,3.9131,1.0290000000000001,0.5652,0.1334,3.2415,2.9349,23.6052,0.0106,0.0034,2.1261,-1
2248.9,0.7884,202.4544,9.7046,192.7498,-4196.5,85.4274,50.4893,49.5107,66.3322,358.9564,142.7009,138.3109,639.9682,4.636,4.915,0.9316,0.9433,26.9791,358.3473,129.68,8.8612,13.0209,19.9475,0.9079,144.5455,632.5727,74.3992,0.0,-0.0088,0.13699999999999998,0.0005,-0.1279,0.1975,0.0791,0.0001,0.0001,-0.0005,0.0,58.7785,0.9635,15.78,15.86,2.3437,40.5458,55.5,0.0577,7.56,0.0298,13.3953,16.973,1.3892,0.0151,12.0061,0.48,0.055999999999999994,5781.0,3961.0,0.912,1.766,2.4,0.6,0.091,0.5087,0.2885,0.4343,0.5245,0.4343,0.8582,0.247,0.226,11.45,31.969,0.1811,5.63,19.79,0.244,5.09,18.92,0.877,11.79,16.32,6.867000000000001,31.886,0.4077,7.18,0.0,25.3,90.715,0.0,0.0324,0.0912,0.0035,0.0401,0.0287,0.0331,0.0066,0.0042,0.0306,0.0222,0.0,61.5139,2.8729,0.0199,0.4304,0.0331,2.9057,29.3966,19.9839,0.0216,2.7959,0.0101,4.2453,0.4127,3.9363,0.1286,0.0174,2803.1611,1965.4555,0.4553,0.882,0.7583,0.2186,0.0234,0.1153,0.1588,0.1588,0.32799999999999996,0.0908,0.0441,5.5396,1.5156,5.1862,0.3266,3.4278,8.7793,1.5156,9.6503,0.1204,0.0,7.1398,0.0,0.013999999999999999,0.0453,0.0134,0.01,35.7156,0.0077,0.0022,0.0016,0.0069,0.0,20.5522,1.0021,0.0122,4.1681,2.4679,7.321000000000001,3.1427,57.1204,4.0644,1.5571,6.2289,3.8319,137.7577,133.4845,134.0243,38.494,2.5951,0.5955,0.8602,0.8204,0.8772,1.2938,0.2841,0.1925,3.6794,8.0238,4.2888,15.4539,4.0705,3.0923,37.6287,5.2729,5.2798,8.9128,9.0916,39.091,34.4251,4.3952,4.9673,0.0,3.9995,121.9301,2.5556,1.7466,2.9308,5.6187,6.5964,2.3441,4.8876,6.5231,2.0667,6.7934,1.4141,7.1665,0.0078,7.1160000000000005,0.3469,17.54,1.36,0.1534,0.5478,4.2941,1.8374,0.6286,0.1145,2.2928,2.3682,18.212,0.0172,0.0046,3.4456,-1
