year,state,month,number,date
1998,Acre,January,0,1/1/1998
1998,Acre,February,0,1/1/1998
1998,Acre,March,0,1/1/1998
1998,Acre,April,0,1/1/1998
1998,Acre,May,0,1/1/1998
1998,Acre,June,3,1/1/1998
1998,Acre,July,37,1/1/1998
1998,Acre,August,130,1/1/1998
1998,Acre,September,509,1/1/1998
1998,Acre,October,44,1/1/1998
1998,Acre,November,0,1/1/1998
1998,Acre,December,7,1/1/1998
1998,Alagoas,December,0,1/1/1998
1998,Alagoas,December,0,1/1/1998
1998,Alagoas,December,0,1/1/1998
1998,Alagoas,December,0,1/1/1998
1998,Alagoas,December,0,1/1/1998
1998,Alagoas,December,0,1/1/1998
1998,Alagoas,December,0,1/1/1998
1998,Alagoas,December,1,1/1/1998
1998,Alagoas,December,14,1/1/1998
1998,Alagoas,December,20,1/1/1998
1998,Alagoas,December,19,1/1/1998
1998,Alagoas,December,32,1/1/1998
1998,Amapa,December,0,1/1/1998
1998,Amapa,December,0,1/1/1998
1998,Amapa,December,0,1/1/1998
1998,Amapa,December,0,1/1/1998
1998,Amapa,December,0,1/1/1998
1998,Amapa,December,0,1/1/1998
1998,Amapa,December,0,1/1/1998
1998,Amapa,December,1,1/1/1998
1998,Amapa,December,20,1/1/1998
1998,Amapa,December,42,1/1/1998
1998,Amapa,December,131,1/1/1998
1998,Amapa,December,84,1/1/1998
1998,Amazonas,December,0,1/1/1998
1998,Amazonas,December,0,1/1/1998
1998,Amazonas,December,0,1/1/1998
1998,Amazonas,December,0,1/1/1998
1998,Amazonas,December,0,1/1/1998
1998,Amazonas,December,2,1/1/1998
1998,Amazonas,December,71,1/1/1998
1998,Amazonas,December,321,1/1/1998
1998,Amazonas,December,267,1/1/1998
1998,Amazonas,December,83,1/1/1998
1998,Amazonas,December,6,1/1/1998
1998,Amazonas,December,196,1/1/1998
1998,Bahia,December,0,1/1/1998
1998,Bahia,December,0,1/1/1998
1998,Bahia,December,0,1/1/1998
1998,Bahia,December,0,1/1/1998
1998,Bahia,December,0,1/1/1998
1998,Bahia,December,55,1/1/1998
1998,Bahia,December,219,1/1/1998
1998,Bahia,December,815,1/1/1998
1998,Bahia,December,2.718,1/1/1998
1998,Bahia,December,1.969,1/1/1998
1998,Bahia,December,49,1/1/1998
1998,Bahia,December,82,1/1/1998
1998,Ceara,December,0,1/1/1998
1998,Ceara,December,0,1/1/1998
1998,Ceara,December,0,1/1/1998
1998,Ceara,December,0,1/1/1998
1998,Ceara,December,0,1/1/1998
1998,Ceara,December,1,1/1/1998
1998,Ceara,December,76,1/1/1998
1998,Ceara,December,93,1/1/1998
1998,Ceara,December,590,1/1/1998
1998,Ceara,December,1.014,1/1/1998
1998,Ceara,December,575,1/1/1998
1998,Ceara,December,276,1/1/1998
1998,Distrito Federal,December,0,1/1/1998
1998,Distrito Federal,December,0,1/1/1998
1998,Distrito Federal,December,0,1/1/1998
1998,Distrito Federal,December,0,1/1/1998
1998,Distrito Federal,December,0,1/1/1998
1998,Distrito Federal,December,2,1/1/1998
1998,Distrito Federal,December,17,1/1/1998
1998,Distrito Federal,December,48,1/1/1998
1998,Distrito Federal,December,33,1/1/1998
1998,Distrito Federal,December,3,1/1/1998
1998,Distrito Federal,December,0,1/1/1998
1998,Distrito Federal,December,0,1/1/1998
1998,Espirito Santo,December,0,1/1/1998
1998,Espirito Santo,December,0,1/1/1998
1998,Espirito Santo,December,0,1/1/1998
1998,Espirito Santo,December,0,1/1/1998
1998,Espirito Santo,December,0,1/1/1998
1998,Espirito Santo,December,6,1/1/1998
1998,Espirito Santo,December,37,1/1/1998
1998,Espirito Santo,December,38,1/1/1998
1998,Espirito Santo,December,108,1/1/1998
1998,Espirito Santo,December,20,1/1/1998
1998,Espirito Santo,December,4,1/1/1998
1998,Espirito Santo,December,5,1/1/1998
1998,Goias,December,0,1/1/1998
1998,Goias,December,0,1/1/1998
1998,Goias,December,0,1/1/1998
1998,Goias,December,0,1/1/1998
1998,Goias,December,0,1/1/1998
1998,Goias,December,172,1/1/1998
1998,Goias,December,512,1/1/1998
1998,Goias,December,2.218,1/1/1998
1998,Goias,December,2.867,1/1/1998
1998,Goias,December,1.034,1/1/1998
1998,Goias,December,47,1/1/1998
1998,Goias,December,13,1/1/1998
1998,Maranhao,December,0,1/1/1998
1998,Maranhao,December,0,1/1/1998
1998,Maranhao,December,0,1/1/1998
1998,Maranhao,December,0,1/1/1998
1998,Maranhao,December,0,1/1/1998
1998,Maranhao,December,78,1/1/1998
1998,Maranhao,December,274,1/1/1998
1998,Maranhao,December,1.176,1/1/1998
1998,Maranhao,December,3.935,1/1/1998
1998,Maranhao,December,5.137,1/1/1998
1998,Maranhao,December,2.237,1/1/1998
1998,Maranhao,December,1.399,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,2.201,1/1/1998
1998,Mato Grosso,December,3.712,1/1/1998
1998,Mato Grosso,December,15.406,1/1/1998
1998,Mato Grosso,December,10.363,1/1/1998
1998,Mato Grosso,December,2.707,1/1/1998
1998,Mato Grosso,December,182,1/1/1998
1998,Mato Grosso,December,76,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,0,1/1/1998
1998,Mato Grosso,December,82,1/1/1998
1998,Mato Grosso,December,360,1/1/1998
1998,Mato Grosso,December,228,1/1/1998
1998,Mato Grosso,December,457,1/1/1998
1998,Mato Grosso,December,576,1/1/1998
1998,Mato Grosso,December,306,1/1/1998
1998,Mato Grosso,December,100,1/1/1998
1998,Minas Gerais,December,0,1/1/1998
1998,Minas Gerais,December,0,1/1/1998
1998,Minas Gerais,December,0,1/1/1998
1998,Minas Gerais,December,0,1/1/1998
1998,Minas Gerais,December,0,1/1/1998
1998,Minas Gerais,December,70,1/1/1998
1998,Minas Gerais,December,232,1/1/1998
1998,Minas Gerais,December,875,1/1/1998
1998,Minas Gerais,December,1.981,1/1/1998
1998,Minas Gerais,December,1.093,1/1/1998
1998,Minas Gerais,December,32,1/1/1998
1998,Minas Gerais,December,21,1/1/1998
1998,Para,December,0,1/1/1998
1998,Para,December,0,1/1/1998
1998,Para,December,0,1/1/1998
1998,Para,December,0,1/1/1998
1998,Para,December,0,1/1/1998
1998,Para,December,58,1/1/1998
1998,Para,December,638,1/1/1998
1998,Para,December,6.815,1/1/1998
1998,Para,December,6.237,1/1/1998
1998,Para,December,3.665,1/1/1998
1998,Para,December,1.861,1/1/1998
1998,Para,December,1.008,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,3,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,3,1/1/1998
1998,Paraiba,December,50,1/1/1998
1998,Paraiba,December,179,1/1/1998
1998,Paraiba,December,46,1/1/1998
1998,Paraiba,December,51,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,0,1/1/1998
1998,Paraiba,December,36,1/1/1998
1998,Paraiba,December,59,1/1/1998
1998,Paraiba,December,42,1/1/1998
1998,Paraiba,December,61,1/1/1998
1998,Paraiba,December,61,1/1/1998
1998,Paraiba,December,143,1/1/1998
1998,Paraiba,December,82,1/1/1998
1998,Pernambuco,December,0,1/1/1998
1998,Pernambuco,December,0,1/1/1998
1998,Pernambuco,December,0,1/1/1998
1998,Pernambuco,December,0,1/1/1998
1998,Pernambuco,December,0,1/1/1998
1998,Pernambuco,December,1,1/1/1998
1998,Pernambuco,December,5,1/1/1998
1998,Pernambuco,December,12,1/1/1998
1998,Pernambuco,December,177,1/1/1998
1998,Pernambuco,December,372,1/1/1998
1998,Pernambuco,December,141,1/1/1998
1998,Pernambuco,December,59,1/1/1998
1998,Piau,December,0,1/1/1998
1998,Piau,December,0,1/1/1998
1998,Piau,December,0,1/1/1998
1998,Piau,December,0,1/1/1998
1998,Piau,December,0,1/1/1998
1998,Piau,December,46,1/1/1998
1998,Piau,December,189,1/1/1998
1998,Piau,December,711,1/1/1998
1998,Piau,December,1.991,1/1/1998
1998,Piau,December,2.586,1/1/1998
1998,Piau,December,424,1/1/1998
1998,Piau,December,119,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,3,1/1/1998
1998,Rio,December,21,1/1/1998
1998,Rio,December,21,1/1/1998
1998,Rio,December,44,1/1/1998
1998,Rio,December,6,1/1/1998
1998,Rio,December,6,1/1/1998
1998,Rio,December,1,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,1,1/1/1998
1998,Rio,December,5,1/1/1998
1998,Rio,December,4,1/1/1998
1998,Rio,December,51,1/1/1998
1998,Rio,December,55,1/1/1998
1998,Rio,December,41,1/1/1998
1998,Rio,December,19,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,0,1/1/1998
1998,Rio,December,9,1/1/1998
1998,Rio,December,60,1/1/1998
1998,Rio,December,169,1/1/1998
1998,Rio,December,28,1/1/1998
1998,Rio,December,605,1/1/1998
1998,Rondonia,December,0,1/1/1998
1998,Rondonia,December,0,1/1/1998
1998,Rondonia,December,0,1/1/1998
1998,Rondonia,December,0,1/1/1998
1998,Rondonia,December,0,1/1/1998
1998,Rondonia,December,26,1/1/1998
1998,Rondonia,December,365,1/1/1998
1998,Rondonia,December,2.254,1/1/1998
1998,Rondonia,December,3.753,1/1/1998
1998,Rondonia,December,483,1/1/1998
1998,Rondonia,December,3,1/1/1998
1998,Rondonia,December,33,1/1/1998
1998,Roraima,December,0,1/1/1998
1998,Roraima,December,0,1/1/1998
1998,Roraima,December,0,1/1/1998
1998,Roraima,December,0,1/1/1998
1998,Roraima,December,0,1/1/1998
1998,Roraima,December,0,1/1/1998
1998,Roraima,December,1,1/1/1998
1998,Roraima,December,0,1/1/1998
1998,Roraima,December,2,1/1/1998
1998,Roraima,December,1,1/1/1998
1998,Roraima,December,1,1/1/1998
1998,Roraima,December,16,1/1/1998
1998,Santa Catarina,December,0,1/1/1998
1998,Santa Catarina,December,0,1/1/1998
1998,Santa Catarina,December,0,1/1/1998
1998,Santa Catarina,December,0,1/1/1998
1998,Santa Catarina,December,0,1/1/1998
1998,Santa Catarina,December,2,1/1/1998
1998,Santa Catarina,December,0,1/1/1998
1998,Santa Catarina,December,0,1/1/1998
1998,Santa Catarina,December,6,1/1/1998
1998,Santa Catarina,December,4,1/1/1998
1998,Santa Catarina,December,21,1/1/1998
1998,Santa Catarina,December,26,1/1/1998
1998,Sao Paulo,December,0,1/1/1998
1998,Sao Paulo,December,0,1/1/1998
1998,Sao Paulo,December,0,1/1/1998
1998,Sao Paulo,December,0,1/1/1998
1998,Sao Paulo,December,0,1/1/1998
1998,Sao Paulo,December,451,1/1/1998
1998,Sao Paulo,December,596,1/1/1998
1998,Sao Paulo,December,581,1/1/1998
1998,Sao Paulo,December,525,1/1/1998
1998,Sao Paulo,December,434,1/1/1998
1998,Sao Paulo,December,488,1/1/1998
1998,Sao Paulo,December,121,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,0,1/1/1998
1998,Sergipe,December,12,1/1/1998
1998,Sergipe,December,8,1/1/1998
1998,Tocantins,December,0,1/1/1998
1998,Tocantins,December,0,1/1/1998
1998,Tocantins,December,0,1/1/1998
1998,Tocantins,December,0,1/1/1998
1998,Tocantins,December,0,1/1/1998
1998,Tocantins,December,252,1/1/1998
1998,Tocantins,December,640,1/1/1998
1998,Tocantins,December,3.747,1/1/1998
1998,Tocantins,December,5.149,1/1/1998
1998,Tocantins,December,1.738,1/1/1998
1998,Tocantins,December,1,1/1/1998
1998,Tocantins,December,9,1/1/1998
1999,Acre,January,0,1/1/1999
1999,Acre,February,0,1/1/1999
1999,Acre,March,0,1/1/1999
1999,Acre,April,0,1/1/1999
1999,Acre,May,0,1/1/1999
1999,Acre,June,0,1/1/1999
1999,Acre,July,1,1/1/1999
1999,Acre,August,63,1/1/1999
1999,Acre,September,209,1/1/1999
1999,Acre,October,60,1/1/1999
1999,Acre,November,0,1/1/1999
1999,Acre,December,0,1/1/1999
1999,Alagoas,December,58,1/1/1999
1999,Alagoas,December,20,1/1/1999
1999,Alagoas,December,52,1/1/1999
1999,Alagoas,December,4,1/1/1999
1999,Alagoas,December,1,1/1/1999
1999,Alagoas,December,0,1/1/1999
1999,Alagoas,December,0,1/1/1999
1999,Alagoas,December,3,1/1/1999
1999,Alagoas,December,3,1/1/1999
1999,Alagoas,December,4,1/1/1999
1999,Alagoas,December,15,1/1/1999
1999,Alagoas,December,12,1/1/1999
1999,Amapa,December,0,1/1/1999
1999,Amapa,December,1,1/1/1999
1999,Amapa,December,2,1/1/1999
1999,Amapa,December,0,1/1/1999
1999,Amapa,December,0,1/1/1999
1999,Amapa,December,2,1/1/1999
1999,Amapa,December,0,1/1/1999
1999,Amapa,December,0,1/1/1999
1999,Amapa,December,4,1/1/1999
1999,Amapa,December,25,1/1/1999
1999,Amapa,December,26,1/1/1999
1999,Amapa,December,41,1/1/1999
1999,Amazonas,December,3,1/1/1999
1999,Amazonas,December,43,1/1/1999
1999,Amazonas,December,7,1/1/1999
1999,Amazonas,December,2,1/1/1999
1999,Amazonas,December,0,1/1/1999
1999,Amazonas,December,7,1/1/1999
1999,Amazonas,December,11,1/1/1999
1999,Amazonas,December,259,1/1/1999
1999,Amazonas,December,216,1/1/1999
1999,Amazonas,December,479,1/1/1999
1999,Amazonas,December,32,1/1/1999
1999,Amazonas,December,2,1/1/1999
1999,Bahia,December,114,1/1/1999
1999,Bahia,December,157,1/1/1999
1999,Bahia,December,83,1/1/1999
1999,Bahia,December,55,1/1/1999
1999,Bahia,December,76,1/1/1999
1999,Bahia,December,64,1/1/1999
1999,Bahia,December,107,1/1/1999
1999,Bahia,December,453,1/1/1999
1999,Bahia,December,1.275,1/1/1999
1999,Bahia,December,1.307,1/1/1999
1999,Bahia,December,49,1/1/1999
1999,Bahia,December,37,1/1/1999
1999,Ceara,December,47,1/1/1999
1999,Ceara,December,16,1/1/1999
1999,Ceara,December,30,1/1/1999
1999,Ceara,December,6,1/1/1999
1999,Ceara,December,5,1/1/1999
1999,Ceara,December,16,1/1/1999
1999,Ceara,December,83,1/1/1999
1999,Ceara,December,131,1/1/1999
1999,Ceara,December,124,1/1/1999
1999,Ceara,December,309,1/1/1999
1999,Ceara,December,524,1/1/1999
1999,Ceara,December,397,1/1/1999
1999,Distrito Federal,December,0,1/1/1999
1999,Distrito Federal,December,2,1/1/1999
1999,Distrito Federal,December,0,1/1/1999
1999,Distrito Federal,December,0,1/1/1999
1999,Distrito Federal,December,0,1/1/1999
1999,Distrito Federal,December,3,1/1/1999
1999,Distrito Federal,December,4,1/1/1999
1999,Distrito Federal,December,16,1/1/1999
1999,Distrito Federal,December,12,1/1/1999
1999,Distrito Federal,December,8,1/1/1999
1999,Distrito Federal,December,1,1/1/1999
1999,Distrito Federal,December,0,1/1/1999
1999,Espirito Santo,December,33,1/1/1999
1999,Espirito Santo,December,10,1/1/1999
1999,Espirito Santo,December,8,1/1/1999
1999,Espirito Santo,December,2,1/1/1999
1999,Espirito Santo,December,16,1/1/1999
1999,Espirito Santo,December,6,1/1/1999
1999,Espirito Santo,December,9,1/1/1999
1999,Espirito Santo,December,60,1/1/1999
1999,Espirito Santo,December,64,1/1/1999
1999,Espirito Santo,December,23,1/1/1999
1999,Espirito Santo,December,9,1/1/1999
1999,Espirito Santo,December,0,1/1/1999
1999,Goias,December,14,1/1/1999
1999,Goias,December,334,1/1/1999
1999,Goias,December,1,1/1/1999
1999,Goias,December,25,1/1/1999
1999,Goias,December,99,1/1/1999
1999,Goias,December,250,1/1/1999
1999,Goias,December,311,1/1/1999
1999,Goias,December,1.198,1/1/1999
1999,Goias,December,1.898,1/1/1999
1999,Goias,December,743,1/1/1999
1999,Goias,December,110,1/1/1999
1999,Goias,December,20,1/1/1999
1999,Maranhao,December,54,1/1/1999
1999,Maranhao,December,6,1/1/1999
1999,Maranhao,December,17,1/1/1999
1999,Maranhao,December,4,1/1/1999
1999,Maranhao,December,3,1/1/1999
1999,Maranhao,December,32,1/1/1999
1999,Maranhao,December,258,1/1/1999
1999,Maranhao,December,895,1/1/1999
1999,Maranhao,December,1.739,1/1/1999
1999,Maranhao,December,3.208,1/1/1999
1999,Maranhao,December,1.494,1/1/1999
1999,Maranhao,December,1.001,1/1/1999
1999,Mato Grosso,December,39,1/1/1999
1999,Mato Grosso,December,28,1/1/1999
1999,Mato Grosso,December,18,1/1/1999
1999,Mato Grosso,December,76,1/1/1999
1999,Mato Grosso,December,731,1/1/1999
1999,Mato Grosso,December,2.201,1/1/1999
1999,Mato Grosso,December,3.926,1/1/1999
1999,Mato Grosso,December,18.566,1/1/1999
1999,Mato Grosso,December,11.729,1/1/1999
1999,Mato Grosso,December,6.109,1/1/1999
1999,Mato Grosso,December,842,1/1/1999
1999,Mato Grosso,December,47,1/1/1999
1999,Mato Grosso,December,239,1/1/1999
1999,Mato Grosso,December,69,1/1/1999
1999,Mato Grosso,December,100,1/1/1999
1999,Mato Grosso,December,97,1/1/1999
1999,Mato Grosso,December,206,1/1/1999
1999,Mato Grosso,December,127,1/1/1999
1999,Mato Grosso,December,1.297,1/1/1999
1999,Mato Grosso,December,4.355,1/1/1999
1999,Mato Grosso,December,2.969,1/1/1999
1999,Mato Grosso,December,2.053,1/1/1999
1999,Mato Grosso,December,1.194,1/1/1999
1999,Mato Grosso,December,306,1/1/1999
1999,Minas Gerais,December,36,1/1/1999
1999,Minas Gerais,December,112,1/1/1999
1999,Minas Gerais,December,13,1/1/1999
1999,Minas Gerais,December,27,1/1/1999
1999,Minas Gerais,December,51,1/1/1999
1999,Minas Gerais,December,132,1/1/1999
1999,Minas Gerais,December,318,1/1/1999
1999,Minas Gerais,December,1.19,1/1/1999
1999,Minas Gerais,December,2.686,1/1/1999
1999,Minas Gerais,December,1.363,1/1/1999
1999,Minas Gerais,December,271,1/1/1999
1999,Minas Gerais,December,32,1/1/1999
1999,Pará,December,87,1/1/1999
1999,Pará,December,285,1/1/1999
1999,Pará,December,7,1/1/1999
1999,Pará,December,6,1/1/1999
1999,Pará,December,4,1/1/1999
1999,Pará,December,37,1/1/1999
1999,Pará,December,982,1/1/1999
1999,Pará,December,6.178,1/1/1999
1999,Pará,December,4.419,1/1/1999
1999,Pará,December,5.026,1/1/1999
1999,Pará,December,2.682,1/1/1999
1999,Pará,December,766,1/1/1999
1999,Paraiba,December,26,1/1/1999
1999,Paraiba,December,2,1/1/1999
1999,Paraiba,December,1,1/1/1999
1999,Paraiba,December,3,1/1/1999
1999,Paraiba,December,0,1/1/1999
1999,Paraiba,December,1,1/1/1999
1999,Paraiba,December,1,1/1/1999
1999,Paraiba,December,4,1/1/1999
1999,Paraiba,December,14,1/1/1999
1999,Paraiba,December,48,1/1/1999
1999,Paraiba,December,38,1/1/1999
1999,Paraiba,December,40,1/1/1999
1999,Paraiba,December,7,1/1/1999
1999,Paraiba,December,22,1/1/1999
1999,Paraiba,December,40,1/1/1999
1999,Paraiba,December,39,1/1/1999
1999,Paraiba,December,57,1/1/1999
1999,Paraiba,December,31,1/1/1999
1999,Paraiba,December,94,1/1/1999
1999,Paraiba,December,938,1/1/1999
1999,Paraiba,December,878,1/1/1999
1999,Paraiba,December,452,1/1/1999
1999,Paraiba,December,447,1/1/1999
1999,Paraiba,December,254,1/1/1999
1999,Pernambuco,December,102,1/1/1999
1999,Pernambuco,December,13,1/1/1999
1999,Pernambuco,December,27,1/1/1999
1999,Pernambuco,December,2,1/1/1999
1999,Pernambuco,December,6,1/1/1999
1999,Pernambuco,December,7,1/1/1999
1999,Pernambuco,December,2,1/1/1999
1999,Pernambuco,December,3,1/1/1999
1999,Pernambuco,December,64,1/1/1999
1999,Pernambuco,December,180,1/1/1999
1999,Pernambuco,December,41,1/1/1999
1999,Pernambuco,December,16,1/1/1999
1999,Piau,December,21,1/1/1999
1999,Piau,December,22,1/1/1999
1999,Piau,December,4,1/1/1999
1999,Piau,December,10,1/1/1999
1999,Piau,December,8,1/1/1999
1999,Piau,December,47,1/1/1999
1999,Piau,December,123,1/1/1999
1999,Piau,December,499,1/1/1999
1999,Piau,December,872,1/1/1999
1999,Piau,December,1.438,1/1/1999
1999,Piau,December,334,1/1/1999
1999,Piau,December,74,1/1/1999
1999,Rio,December,0,1/1/1999
1999,Rio,December,0,1/1/1999
1999,Rio,December,0,1/1/1999
1999,Rio,December,1,1/1/1999
1999,Rio,December,7,1/1/1999
1999,Rio,December,8,1/1/1999
1999,Rio,December,14,1/1/1999
1999,Rio,December,88,1/1/1999
1999,Rio,December,192,1/1/1999
1999,Rio,December,30,1/1/1999
1999,Rio,December,16,1/1/1999
1999,Rio,December,0,1/1/1999
1999,Rio,December,32,1/1/1999
1999,Rio,December,11,1/1/1999
1999,Rio,December,9,1/1/1999
1999,Rio,December,21,1/1/1999
1999,Rio,December,1,1/1/1999
1999,Rio,December,4,1/1/1999
1999,Rio,December,7,1/1/1999
1999,Rio,December,40,1/1/1999
1999,Rio,December,35,1/1/1999
1999,Rio,December,40,1/1/1999
1999,Rio,December,62,1/1/1999
1999,Rio,December,29,1/1/1999
1999,Rio,December,63,1/1/1999
1999,Rio,December,35,1/1/1999
1999,Rio,December,38,1/1/1999
1999,Rio,December,12,1/1/1999
1999,Rio,December,13,1/1/1999
1999,Rio,December,9,1/1/1999
1999,Rio,December,10,1/1/1999
1999,Rio,December,24,1/1/1999
1999,Rio,December,19,1/1/1999
1999,Rio,December,56,1/1/1999
1999,Rio,December,103,1/1/1999
1999,Rio,December,1.11,1/1/1999
1999,Rondonia,December,1,1/1/1999
1999,Rondonia,December,1,1/1/1999
1999,Rondonia,December,8,1/1/1999
1999,Rondonia,December,3,1/1/1999
1999,Rondonia,December,3,1/1/1999
1999,Rondonia,December,10,1/1/1999
1999,Rondonia,December,135,1/1/1999
1999,Rondonia,December,1.976,1/1/1999
1999,Rondonia,December,3.062,1/1/1999
1999,Rondonia,December,1.884,1/1/1999
1999,Rondonia,December,41,1/1/1999
1999,Rondonia,December,0,1/1/1999
1999,Roraima,December,15,1/1/1999
1999,Roraima,December,20,1/1/1999
1999,Roraima,December,98,1/1/1999
1999,Roraima,December,16,1/1/1999
1999,Roraima,December,0,1/1/1999
1999,Roraima,December,3,1/1/1999
1999,Roraima,December,4,1/1/1999
1999,Roraima,December,1,1/1/1999
1999,Roraima,December,3,1/1/1999
1999,Roraima,December,10,1/1/1999
1999,Roraima,December,15,1/1/1999
1999,Roraima,December,35,1/1/1999
1999,Santa Catarina,December,11,1/1/1999
1999,Santa Catarina,December,2,1/1/1999
1999,Santa Catarina,December,7,1/1/1999
1999,Santa Catarina,December,0,1/1/1999
1999,Santa Catarina,December,1,1/1/1999
1999,Santa Catarina,December,0,1/1/1999
1999,Santa Catarina,December,2,1/1/1999
1999,Santa Catarina,December,51,1/1/1999
1999,Santa Catarina,December,101,1/1/1999
1999,Santa Catarina,December,16,1/1/1999
1999,Santa Catarina,December,84,1/1/1999
1999,Santa Catarina,December,89,1/1/1999
1999,Sao Paulo,December,7,1/1/1999
1999,Sao Paulo,December,47,1/1/1999
1999,Sao Paulo,December,78,1/1/1999
1999,Sao Paulo,December,291,1/1/1999
1999,Sao Paulo,December,500,1/1/1999
1999,Sao Paulo,December,522,1/1/1999
1999,Sao Paulo,December,684,1/1/1999
1999,Sao Paulo,December,1.211,1/1/1999
1999,Sao Paulo,December,911,1/1/1999
1999,Sao Paulo,December,763,1/1/1999
1999,Sao Paulo,December,398,1/1/1999
1999,Sao Paulo,December,47,1/1/1999
1999,Sergipe,December,36,1/1/1999
1999,Sergipe,December,25,1/1/1999
1999,Sergipe,December,18,1/1/1999
1999,Sergipe,December,6,1/1/1999
1999,Sergipe,December,0,1/1/1999
1999,Sergipe,December,0,1/1/1999
1999,Sergipe,December,0,1/1/1999
1999,Sergipe,December,0,1/1/1999
1999,Sergipe,December,0,1/1/1999
1999,Sergipe,December,0,1/1/1999
1999,Sergipe,December,3,1/1/1999
1999,Sergipe,December,5,1/1/1999
1999,Tocantins,December,36,1/1/1999
1999,Tocantins,December,1,1/1/1999
1999,Tocantins,December,1,1/1/1999
1999,Tocantins,December,9,1/1/1999
1999,Tocantins,December,24,1/1/1999
1999,Tocantins,December,113,1/1/1999
1999,Tocantins,December,373,1/1/1999
1999,Tocantins,December,1.284,1/1/1999
1999,Tocantins,December,3.415,1/1/1999
1999,Tocantins,December,1.378,1/1/1999
1999,Tocantins,December,29,1/1/1999
1999,Tocantins,December,16,1/1/1999
2000,Acre,January,0,1/1/2000
2000,Acre,February,0,1/1/2000
2000,Acre,March,11,1/1/2000
2000,Acre,April,1,1/1/2000
2000,Acre,May,1,1/1/2000
2000,Acre,June,1,1/1/2000
2000,Acre,July,1,1/1/2000
2000,Acre,August,136,1/1/2000
2000,Acre,September,265,1/1/2000
2000,Acre,October,18,1/1/2000
2000,Acre,November,0,1/1/2000
2000,Acre,December,0,1/1/2000
2000,Alagoas,December,11,1/1/2000
2000,Alagoas,December,16,1/1/2000
2000,Alagoas,December,32,1/1/2000
2000,Alagoas,December,20,1/1/2000
2000,Alagoas,December,1,1/1/2000
2000,Alagoas,December,0,1/1/2000
2000,Alagoas,December,0,1/1/2000
2000,Alagoas,December,4,1/1/2000
2000,Alagoas,December,22,1/1/2000
2000,Alagoas,December,13,1/1/2000
2000,Alagoas,December,2,1/1/2000
2000,Alagoas,December,2,1/1/2000
2000,Amapa,December,2,1/1/2000
2000,Amapa,December,0,1/1/2000
2000,Amapa,December,0,1/1/2000
2000,Amapa,December,0,1/1/2000
2000,Amapa,December,0,1/1/2000
2000,Amapa,December,0,1/1/2000
2000,Amapa,December,0,1/1/2000
2000,Amapa,December,3,1/1/2000
2000,Amapa,December,19,1/1/2000
2000,Amapa,December,42,1/1/2000
2000,Amapa,December,157,1/1/2000
2000,Amapa,December,30,1/1/2000
2000,Amazonas,December,7,1/1/2000
2000,Amazonas,December,62,1/1/2000
2000,Amazonas,December,69,1/1/2000
2000,Amazonas,December,18,1/1/2000
2000,Amazonas,December,51,1/1/2000
2000,Amazonas,December,6,1/1/2000
2000,Amazonas,December,39,1/1/2000
2000,Amazonas,December,180,1/1/2000
2000,Amazonas,December,189,1/1/2000
2000,Amazonas,December,145,1/1/2000
2000,Amazonas,December,27,1/1/2000
2000,Amazonas,December,60,1/1/2000
2000,Bahia,December,31,1/1/2000
2000,Bahia,December,32,1/1/2000
2000,Bahia,December,65,1/1/2000
